date,ticker,adj_close,industry,label,forward_return,split,pead_sue,pead_sue_decayed,fold,predicted_up_probability,model_says_up,model_was_right
2020-08-07,MS,42.14821243286133,Financials,0.0,-0.0035751067006574155,validation,4.0,1.4030877076112456,1,0.4555769408219858,0,1
2020-08-07,MRK,64.03399658203125,Pharma,1.0,0.02851139941265779,validation,2.9656149100771323,2.124955938174738,1,0.40447273752513424,0,0
2020-08-07,META,266.1032409667969,Technology,1.0,0.010132492384173686,validation,1.206290186063157,0.8241500278888514,1,0.4686001177441224,0,0
2020-08-07,LLY,143.1991424560547,Pharma,0.0,-0.018911634779122943,validation,2.7507886226085225,1.8793674575418073,1,0.4173053720728002,0,1
2020-08-07,JPM,85.26954650878906,Financials,1.0,0.005433657377790002,validation,-0.5037667831350101,-0.16065453050375728,1,0.5149719574831967,1,1
2020-08-07,GS,181.87705993652344,Financials,0.0,-0.021914519029539448,validation,3.02675129996337,1.0123271312552293,1,0.47157015653099854,0,1
2020-08-10,ABBV,73.78556060791016,Pharma,0.0,-0.008118726684045341,validation,2.131442318622743,1.3239350749491672,1,0.4456718647329134,0,1
2020-08-10,AMGN,197.88235473632812,Pharma,1.0,0.03797679871207116,validation,3.9773759405217506,2.141645955281375,1,0.4112447359348375,0,0
2020-08-10,AVGO,28.830720901489258,Technology,1.0,0.099798612043279,validation,0.0,0.0,1,0.5091865626341964,1,1
2020-08-10,AXP,94.3666000366211,Financials,1.0,0.021255545901350814,validation,0.6803793805794204,0.3028164195100499,1,0.4961409148177254,0,0
2020-08-10,AMZN,157.4080047607422,Technology,1.0,0.03826038875362303,validation,4.0,2.369040065183572,1,0.3980716574161537,0,0
2020-08-10,BAC,22.980796813964844,Financials,0.0,-0.03284260786105819,validation,1.20702550474532,0.3670280079527316,1,0.4964079072740613,0,1
2020-08-10,C,43.24350357055664,Financials,0.0,-0.027619999073749346,validation,0.9339803582522482,0.25820171553100596,1,0.5008702513066772,1,0
2020-08-10,CRM,193.80703735351562,Technology,1.0,0.2701865740444038,validation,0.0,0.0033760382620671163,1,0.5089809962529929,1,1
2020-08-10,GILD,54.65891647338867,Pharma,0.0,-0.05838577599187411,validation,-1.416688626916034,-0.8390480292634965,1,0.5488979108252213,1,0
2020-08-10,GOOGL,74.18319702148438,Technology,1.0,0.03367824225009097,validation,0.6874430357213746,0.4071450235388394,1,0.48984362666994313,0,0
2020-08-10,BMY,48.85556411743164,Pharma,0.0,-0.0443225927804789,validation,1.951652634265832,1.6131686137324346,1,0.42693972384862394,0,1
2020-08-10,AAPL,109.34269714355469,Technology,1.0,0.040739989754228434,validation,4.0,2.369040065183572,1,0.3980716574161537,0,0
2020-08-10,MSFT,197.94027709960938,Technology,1.0,0.017050135003940037,validation,1.4548741833599812,0.5886976941566999,1,0.4848768743548978,0,0
2020-08-10,JNJ,125.30897521972656,Pharma,1.0,0.01801254443210376,validation,1.6283052058923588,0.49512923605026427,1,0.4919481141500051,0,0
2020-08-10,WFC,21.681745529174805,Financials,0.0,-0.03481783427970264,validation,-2.42059348557142,-0.6691804437378954,1,0.530704942124491,1,0
2020-08-10,SCHW,31.32314109802246,Financials,1.0,0.036390718086763085,validation,0.3823795224861162,0.1162726005939769,1,0.5051388556505773,1,1
2020-08-10,PFE,27.332719802856445,Pharma,0.0,-0.05756709755337275,validation,2.3672540191924685,1.2746645203123725,1,0.4504911671556906,0,1
2020-08-10,NVDA,11.126470565795898,Technology,1.0,0.1391673916490599,validation,0.0,0.01462814401200352,1,0.5082958359554248,1,1
2020-08-10,JPM,86.35063171386719,Financials,1.0,0.0022854441759474486,validation,-0.5037667831350101,-0.13926786198844857,1,0.5136703664092718,1,1
2020-08-10,MS,42.34074401855469,Financials,1.0,0.009489906275778504,validation,4.0,1.2163057251393334,1,0.46688492207456694,0,0
2020-08-10,MRK,63.94707107543945,Pharma,1.0,0.04906688947030302,validation,2.9656149100771323,1.8420773407465934,1,0.42117728985696795,0,0
2020-08-10,META,260.7105712890625,Technology,1.0,0.0407603262755174,validation,1.206290186063157,0.7144374452553411,1,0.47526154316974145,0,0
2020-08-10,LLY,143.26467895507812,Pharma,0.0,-0.0018902983642337112,validation,2.7507886226085225,1.6291821144526806,1,0.4321977652279968,0,1
2020-08-10,GS,182.84640502929688,Financials,0.0,-0.028348942361951734,validation,3.02675129996337,0.8775640174026595,1,0.4797589386502131,0,1
2020-08-11,GILD,54.33179473876953,Pharma,0.0,-0.06358285764115568,validation,-1.416688626916034,-0.8000297408617738,1,0.5465429625130629,1,0
2020-08-11,CRM,188.7249755859375,Technology,1.0,0.29069215768077705,validation,0.0,0.0032190422022822973,1,0.5089905557835743,1,1
2020-08-11,C,43.97976303100586,Financials,0.0,-0.05226909356042153,validation,0.9339803582522482,0.24619454949159383,1,0.5016016023561835,1,0
2020-08-11,BMY,49.89082336425781,Pharma,0.0,-0.07666711523728109,validation,1.951652634265832,1.5381513608268171,1,0.43141731393007626,0,1
2020-08-11,BAC,23.29228401184082,Financials,0.0,-0.059616528679280356,validation,1.20702550474532,0.3499600879215266,1,0.49744747347005497,0,1
2020-08-11,AAPL,106.09085845947266,Technology,1.0,0.03762298784347906,validation,4.0,2.258872488031037,1,0.40452034896721484,0,0
2020-08-11,AVGO,28.537443161010742,Technology,1.0,0.10199682004331145,validation,0.0,0.0,1,0.5091865626341964,1,1
2020-08-11,AMZN,154.0334930419922,Technology,1.0,0.030655671236274662,validation,4.0,2.258872488031037,1,0.40452034896721484,0,0
2020-08-11,AMGN,194.95777893066406,Pharma,1.0,0.03239696345386034,validation,3.9773759405217506,2.042052896692223,1,0.41713218665412205,0,0
2020-08-11,ABBV,74.01719665527344,Pharma,0.0,-0.03258880871181624,validation,2.131442318622743,1.2623680623612619,1,0.4493805863063446,0,1
2020-08-11,AXP,95.8895263671875,Financials,0.0,-0.004745381126301185,validation,0.6803793805794204,0.2887345338764092,1,0.4969986009121388,0,1
2020-08-11,GOOGL,73.37635040283203,Technology,1.0,0.030738901709732813,validation,0.6874430357213746,0.3882115401198876,1,0.4909964399599334,0,0
2020-08-11,MSFT,193.3113250732422,Technology,1.0,0.01222581274339718,validation,1.4548741833599812,0.5613214586959027,1,0.4865429953639961,0,0
2020-08-11,GS,184.31349182128906,Financials,0.0,-0.046617445289489745,validation,3.02675129996337,0.836754618264868,1,0.482241041828668,0,1
2020-08-11,MRK,63.94707107543945,Pharma,1.0,0.032875606360331044,validation,2.9656149100771323,1.7564151349696255,1,0.42627349740235015,0,0
2020-08-11,JPM,89.07913970947266,Financials,0.0,-0.03843194729329025,validation,-0.5037667831350101,-0.13279148231215462,1,0.5132761770293172,1,0
2020-08-11,META,253.9003448486328,Technology,1.0,0.04669489608922994,validation,1.206290186063157,0.6812139284699765,1,0.47728062475269073,0,0
2020-08-11,MS,43.34527587890625,Financials,0.0,-0.028775897004797435,validation,4.0,1.159743805066878,1,0.4703165043238688,0,1
2020-08-11,LLY,141.04550170898438,Pharma,0.0,-0.024545418549870135,validation,2.7507886226085225,1.5534201849997957,1,0.4367331095582706,0,1
2020-08-11,NVDA,10.812556266784668,Technology,1.0,0.1350630418440566,validation,0.0,0.013947890770310917,1,0.5083372586698778,1,1
2020-08-11,PFE,26.905532836914062,Pharma,0.0,-0.056628523757699445,validation,2.3672540191924685,1.2153887385521214,1,0.45406874772093353,0,1
2020-08-11,SCHW,32.39812469482422,Financials,0.0,-0.008581210774930015,validation,0.3823795224861162,0.11086557059692606,1,0.505468160405955,1,0
2020-08-11,WFC,22.225982666015625,Financials,0.0,-0.05410769379693281,validation,-2.42059348557142,-0.6380615153381981,1,0.5288162077900046,1,0
2020-08-11,JNJ,124.41166687011719,Pharma,1.0,0.006244907826055801,validation,1.6283052058923588,0.4721042188229526,1,0.49335026230553547,0,0
2020-08-12,AXP,94.42231750488281,Financials,1.0,0.016522461559444812,validation,0.6803793805794204,0.27530749880641947,1,0.4978164185154166,0,0
2020-08-12,ABBV,76.28555297851562,Pharma,0.0,-0.06083119143105742,validation,2.131442318622743,1.2036641033404996,1,0.4529220960621423,0,1
2020-08-12,AMGN,200.83184814453125,Pharma,1.0,0.012904016467153667,validation,3.9773759405217506,1.947091218604915,1,0.42276797012546824,0,0
2020-08-12,AVGO,29.38379669189453,Technology,1.0,0.07810810270465773,validation,0.0,0.0,1,0.5091865626341964,1,1
2020-08-12,AMZN,158.11199951171875,Technology,0.0,-0.014552942725111317,validation,4.0,2.1538280386947126,1,0.4107000474422641,0,1
2020-08-12,GOOGL,74.69961547851562,Technology,1.0,0.0056528282831995735,validation,0.6874430357213746,0.37015852133552685,1,0.49209573328527256,0,0
2020-08-12,C,43.64435577392578,Financials,0.0,-0.04404853866400682,validation,0.9339803582522482,0.2347457532368344,1,0.5022989370173601,1,0
2020-08-12,CRM,189.34426879882812,Technology,1.0,0.26207036162692066,validation,0.0,0.0030693469373566195,1,0.5089996707607499,1,1
2020-08-12,GILD,54.92218780517578,Pharma,0.0,-0.04735627422552302,validation,-1.416688626916034,-0.7628259216879167,1,0.5442955833126579,1,0
2020-08-12,BAC,23.127887725830078,Financials,0.0,-0.03937010016927722,validation,1.20702550474532,0.33368587814643136,1,0.49843871735560064,0,1
2020-08-12,BMY,50.29386901855469,Pharma,0.0,-0.07306726002174113,validation,1.951652634265832,1.4666226386213386,1,0.4356971599163101,0,1
2020-08-12,AAPL,109.61672973632812,Technology,0.0,-0.008937348566407821,validation,4.0,2.1538280386947126,1,0.4107000474422641,0,1
2020-08-12,MSFT,198.83372497558594,Technology,0.0,-0.0223088940198225,validation,1.4548741833599812,0.5352183015492284,1,0.48813191578416115,0,1
2020-08-12,JNJ,126.68878173828125,Pharma,0.0,-0.0059896351489567845,validation,1.6283052058923588,0.4501499350117226,1,0.49468730405063194,0,1
2020-08-12,JPM,88.3240737915039,Financials,0.0,-0.01816570760882119,validation,-0.5037667831350101,-0.12661627401246292,1,0.5129003032673076,1,0
2020-08-12,WFC,22.111867904663086,Financials,0.0,-0.03652251141142482,validation,-2.42059348557142,-0.6083897118714056,1,0.5270145357915096,1,0
2020-08-12,SCHW,32.28693389892578,Financials,1.0,0.011480741688215224,validation,0.3823795224861162,0.10570998396004481,1,0.5057821470730423,1,1
2020-08-12,PFE,27.289997100830078,Pharma,0.0,-0.05896133149023841,validation,2.3672540191924685,1.1588694611483483,1,0.45748438834715727,0,1
2020-08-12,NVDA,11.400774002075195,Technology,1.0,0.06362516518776329,validation,0.0,0.01329927137584141,1,0.5083767549953644,1,1
2020-08-12,GS,185.24790954589844,Financials,0.0,-0.04711061169530806,validation,3.02675129996337,0.7978429804584,1,0.48460853790611347,0,1
2020-08-12,MS,43.8475341796875,Financials,0.0,-0.03875524082750792,validation,4.0,1.1058121865182573,1,0.4735911278882814,0,1
2020-08-12,MRK,65.34596252441406,Pharma,1.0,0.021770745354421583,validation,2.9656149100771323,1.6747364826169682,1,0.43114735909951557,0,0
2020-08-12,META,257.62762451171875,Technology,1.0,0.025856846682907886,validation,1.206290186063157,0.6495354063862724,1,0.47920650560001726,0,0
2020-08-12,LLY,142.84329223632812,Pharma,0.0,-0.02450397793999981,validation,2.7507886226085225,1.481181415974161,1,0.4410674339482173,0,1
2020-08-13,AAPL,111.5566635131836,Technology,1.0,0.0030432319070876623,validation,4.0,2.053668476130368,1,0.4166187635675575,0,0
2020-08-13,ABBV,75.62261962890625,Pharma,0.0,-0.044254302458190065,validation,2.131442318622743,1.1476900571775335,1,0.45630336458668236,0,1
2020-08-13,AMGN,199.78497314453125,Pharma,1.0,0.033032034869031834,validation,3.9773759405217506,1.85654554772279,1,0.42816048329543277,0,0
2020-08-13,AMZN,158.05099487304688,Technology,0.0,-0.018364302864540827,validation,4.0,2.053668476130368,1,0.4166187635675575,0,1
2020-08-13,AVGO,29.012144088745117,Technology,1.0,0.0995084453272721,validation,0.0,0.0,1,0.5091865626341964,1,1
2020-08-13,AXP,93.25226593017578,Financials,1.0,0.06821339302961094,validation,0.6803793805794204,0.26250486175474197,1,0.4985962160544255,0,0
2020-08-13,BAC,22.799095153808594,Financials,0.0,-0.015962799202094313,validation,1.20702550474532,0.3181684686835569,1,0.4993838769244002,0,1
2020-08-13,BMY,49.97776794433594,Pharma,0.0,-0.05597741976947146,validation,1.951652634265832,1.3984202198152849,1,0.4397869322169642,0,1
2020-08-13,CRM,191.8214111328125,Technology,1.0,0.26391290319911986,validation,0.0,0.0029266129580969953,1,0.5090083618581577,1,1
2020-08-13,GILD,54.3956184387207,Pharma,0.0,-0.01679254194664115,validation,-1.416688626916034,-0.7273521933974687,1,0.5421510313669864,1,0
2020-08-13,GS,181.98184204101562,Financials,0.0,-0.027981290522625435,validation,3.02675129996337,0.7607408523023494,1,0.48686658329857746,0,1
2020-08-13,C,43.26804733276367,Financials,0.0,-0.08961998452011155,validation,0.9339803582522482,0.22382936087141236,1,0.5029638352032154,1,0
2020-08-13,MRK,66.02567291259766,Pharma,1.0,0.0147488183947595,validation,2.9656149100771323,1.5968561363238065,1,0.435807040149214,0,0
2020-08-13,MSFT,198.3679962158203,Technology,0.0,-0.0133852092787482,validation,1.4548741833599812,0.5103290206983347,1,0.4896471704315757,0,1
2020-08-13,JPM,87.83502197265625,Financials,1.0,0.0009765726789656703,validation,-0.5037667831350101,-0.12072823170324447,1,0.512541895184871,1,1
2020-08-13,LLY,141.5730743408203,Pharma,0.0,-0.009703676375408699,validation,2.7507886226085225,1.4123019696872996,1,0.4452085907389105,0,1
2020-08-13,META,259.0253601074219,Technology,1.0,0.018561000256487548,validation,1.206290186063157,0.6193300320458355,1,0.48104340374464044,0,0
2020-08-13,MS,43.68010330200195,Financials,0.0,-0.019739265010531915,validation,4.0,1.054388552462907,1,0.4767155928211024,0,1
2020-08-13,GOOGL,75.16598510742188,Technology,0.0,-0.005156130292699346,validation,0.6874430357213746,0.35294502289908736,1,0.493143977466956,0,1
2020-08-13,NVDA,11.403512001037598,Technology,1.0,0.12523825106843445,validation,0.0,0.012680814758368807,1,0.5084144145240627,1,1
2020-08-13,PFE,27.176088333129883,Pharma,0.0,-0.030390374237345474,validation,2.3672540191924685,1.1049785022544623,1,0.4607449227394384,0,1
2020-08-13,SCHW,32.07377624511719,Financials,1.0,0.0323606901469895,validation,0.3823795224861162,0.10079414780139842,1,0.5060815281598278,1,1
2020-08-13,WFC,21.962636947631836,Financials,0.0,-0.008393063260530131,validation,-2.42059348557142,-0.5800977376214015,1,0.5252959908418345,1,0
2020-08-13,JNJ,125.2835693359375,Pharma,1.0,0.009036628819582226,validation,1.6283052058923588,0.429216592252165,1,0.4959622403326205,0,0
2020-08-14,GILD,54.65092849731445,Pharma,0.0,-0.023450880551886932,validation,-1.416688626916034,-0.6935281014959365,1,0.5401047507327782,1,0
2020-08-14,ABBV,75.93411254882812,Pharma,0.0,-0.04375687492489577,validation,2.131442318622743,1.0943189746114368,1,0.45953115358858343,0,1
2020-08-14,AMGN,200.4959716796875,Pharma,1.0,0.03604342989765974,validation,3.9773759405217506,1.7702105262633292,1,0.433318189166657,0,0
2020-08-14,AMZN,157.4010009765625,Technology,1.0,0.0025762372336901596,validation,4.0,1.9581666382278125,1,0.42228474146927264,0,0
2020-08-14,AVGO,28.871227264404297,Technology,1.0,0.11924247322987802,validation,0.0,0.0,1,0.5091865626341964,1,1
2020-08-14,BAC,22.902931213378906,Financials,0.0,-0.038303986131602574,validation,1.20702550474532,0.3033726660138019,1,0.5002850878934342,1,0
2020-08-14,BMY,49.9145393371582,Pharma,0.0,-0.05747318815874636,validation,1.951652634265832,1.3333894211714352,1,0.443694154944304,0,1
2020-08-14,C,43.300758361816406,Financials,0.0,-0.15340990080727446,validation,0.9339803582522482,0.213420613993215,1,0.5035978038700644,1,0
2020-08-14,CRM,190.1699676513672,Technology,1.0,0.3009408103792841,validation,0.0,0.0027905165435216776,1,0.5090166487879987,1,1
2020-08-14,AXP,93.24298095703125,Financials,1.0,0.0624437468784631,validation,0.6803793805794204,0.2502975863121292,1,0.49933975704811234,0,0
2020-08-14,AAPL,111.45724487304688,Technology,1.0,0.005504443722207153,validation,4.0,1.9581666382278125,1,0.42228474146927264,0,0
2020-08-14,GOOGL,74.57027435302734,Technology,1.0,0.020263912441842225,validation,0.6874430357213746,0.3365320045579115,1,0.49414353137816247,0,0
2020-08-14,GS,181.61508178710938,Financials,0.0,-0.042175621807031716,validation,3.02675129996337,0.7253640860877139,1,0.4890201234215573,0,1
2020-08-14,JNJ,125.48676300048828,Pharma,1.0,0.01106950406318763,validation,1.6283052058923588,0.40925671367644134,1,0.49717793733972543,0,0
2020-08-14,JPM,87.86933898925781,Financials,0.0,-0.030563565307917484,validation,-0.5037667831350101,-0.11511400129147399,1,0.512200142152796,1,0
2020-08-14,LLY,141.22491455078125,Pharma,0.0,-6.688048252490031e-05,validation,2.7507886226085225,1.3466256274021613,1,0.44916427820102256,0,1
2020-08-14,META,258.96588134765625,Technology,1.0,0.04279587743940039,validation,1.206290186063157,0.5905292995926236,1,0.48279535863179346,0,0
2020-08-14,MRK,65.9782485961914,Pharma,1.0,0.016081243298229353,validation,2.9656149100771323,1.5225974632919006,1,0.4402606278325477,0,0
2020-08-14,MSFT,198.55810546875,Technology,1.0,0.0018414312659382759,validation,1.4548741833599812,0.48659716719901247,1,0.4910921387251886,0,0
2020-08-14,WFC,22.20842742919922,Financials,0.0,-0.016600862344090528,validation,-2.42059348557142,-0.5531214263277955,1,0.5236568046287654,1,0
2020-08-14,NVDA,11.524094581604004,Technology,1.0,0.12373599260966395,validation,0.0,0.01209111825691207,1,0.5084503226810653,1,1
2020-08-14,PFE,27.097766876220703,Pharma,0.0,-0.028901599024821034,validation,2.3672540191924685,1.0535936370560857,1,0.46385696817305083,0,1
2020-08-14,SCHW,32.48154067993164,Financials,0.0,-0.008559290772429007,validation,0.3823795224861162,0.09610691299366875,1,0.5063669830557777,1,0
2020-08-14,MS,43.780555725097656,Financials,0.0,-0.036519991182218714,validation,4.0,1.0053562739846593,1,0.4796964624024872,0,1
2020-08-17,AAPL,111.16625213623047,Technology,0.0,-0.021617369498948658,validation,4.0,1.6974913827078,1,0.43785046601328576,0,1
2020-08-17,ABBV,76.95648193359375,Pharma,0.0,-0.06818894718266577,validation,2.131442318622743,0.9486409343679347,1,0.46835801702454216,0,1
2020-08-17,AMGN,203.256103515625,Pharma,1.0,0.019546503638877333,validation,3.9773759405217506,1.5345563831228186,1,0.44746685613084064,0,0
2020-08-17,AMZN,159.12049865722656,Technology,0.0,-0.03277704583596608,validation,4.0,1.6974913827078,1,0.43785046601328576,0,1
2020-08-17,AVGO,29.09140968322754,Technology,1.0,0.11116471330805222,validation,0.0,0.0,1,0.5091865626341964,1,1
2020-08-17,BAC,22.40974235534668,Financials,0.0,-0.004697868162308438,validation,1.20702550474532,0.26298705955565793,1,0.5027449448284161,1,0
2020-08-17,BMY,50.278072357177734,Pharma,0.0,-0.06554550631084222,validation,1.951652634265832,1.1558858209742042,1,0.45439316426961235,0,1
2020-08-17,C,42.065467834472656,Financials,0.0,-0.10501740694155637,validation,0.9339803582522482,0.18500961362183244,1,0.5053281763240894,1,0
2020-08-17,GILD,55.16950988769531,Pharma,0.0,-0.04066723291834329,validation,-1.416688626916034,-0.6012041840425283,1,0.5345126772576042,1,0
2020-08-17,AXP,90.58710479736328,Financials,1.0,0.08641721395993907,validation,0.6803793805794204,0.21697744593479842,1,0.5013692806747085,1,1
2020-08-17,GOOGL,75.14566040039062,Technology,0.0,-0.0027369939485203387,validation,0.6874430357213746,0.2917321573098809,1,0.49687205992084155,0,1
2020-08-17,CRM,193.3942108154297,Technology,1.0,0.2737621528570886,validation,0.0,0.002419037120466208,1,0.5090392681971246,1,1
2020-08-17,WFC,21.47984504699707,Financials,1.0,0.05067465840853336,validation,-2.42059348557142,-0.4794887403618641,1,0.5191801029357909,1,1
2020-08-17,JPM,85.55270385742188,Financials,0.0,-0.00010041410563133013,validation,-0.5037667831350101,-0.09978978367139267,1,0.5112672594339267,1,0
2020-08-17,LLY,142.57986450195312,Pharma,0.0,-0.0037617263659240896,validation,2.7507886226085225,1.1673599956321563,1,0.4599927855152679,0,1
2020-08-17,META,258.8865966796875,Technology,1.0,0.009036570650966969,validation,1.206290186063157,0.5119167989717994,1,0.48757940146090195,0,0
2020-08-17,MRK,66.98989868164062,Pharma,1.0,0.0168990376402256,validation,2.9656149100771323,1.3199060911434373,1,0.452463826459449,0,0
2020-08-17,MS,42.92671585083008,Financials,0.0,-0.00253515046368602,validation,4.0,0.8715211352924898,1,0.487839579099441,0,1
2020-08-17,MSFT,199.86976623535156,Technology,0.0,-0.022514431814234515,validation,1.4548741833599812,0.42182033032586785,1,0.4950369117359725,0,1
2020-08-17,NVDA,12.294426918029785,Technology,1.0,0.014690992403527225,validation,0.0,0.010481523200183009,1,0.5085483346745536,1,1
2020-08-17,PFE,27.304244995117188,Pharma,0.0,-0.04093875023680982,validation,2.3672540191924685,0.9133370392813347,1,0.47236502840930367,0,1
2020-08-17,SCHW,32.08304977416992,Financials,1.0,0.03206228875060213,validation,0.3823795224861162,0.08331295888742501,1,0.5071461194535576,1,1
2020-08-17,JNJ,126.12167358398438,Pharma,1.0,0.0026692847749261173,validation,1.6283052058923588,0.35477560041049494,1,0.5004963480300613,1,1
2020-08-17,GS,177.33602905273438,Financials,0.0,-0.005786320198755912,validation,3.02675129996337,0.6288020955019273,1,0.4949001189646943,0,1
2020-08-18,CRM,200.54054260253906,Technology,1.0,0.19861777993361285,validation,0.0,0.002306544527993672,1,0.509046117871977,1,1
2020-08-18,C,41.181949615478516,Financials,0.0,-0.09555021531455266,validation,0.9339803582522482,0.17640610320333536,1,0.5058521499927014,1,0
