date,ticker,adj_close,industry,label,forward_return,split,irs_duration_weight,irs_rate_pressure_z,irs_rate_penalty,irs_curve_z,irs_vix_z,irs_conditional_score,fold,predicted_up_probability,model_says_up,model_was_right
2020-08-06,BMY,48.46831512451172,Pharma,0.0,-0.022501278562230165,validation,0.3,-3.4668686214952475,1.0400605864485741,-0.8479086042355962,0.8544219388392283,1.0465739210522063,1,0.445767061811002,0,1
2020-08-06,AMZN,161.25,Technology,1.0,0.02158761431080425,validation,1.0,-3.4668686214952475,3.4668686214952475,-0.8479086042355962,0.8544219388392283,3.47338195609888,1,0.656436810147938,1,1
2020-08-06,MS,41.39480972290039,Financials,1.0,0.06592522016281577,validation,0.55,-3.4668686214952475,1.9067777418223864,-0.8479086042355962,0.8544219388392283,1.9132910764260185,1,0.5227909839094239,1,1
2020-08-06,BAC,22.03768539428711,Financials,1.0,0.04926885656287716,validation,0.55,-3.4668686214952475,1.9067777418223864,-0.8479086042355962,0.8544219388392283,1.9132910764260185,1,0.5227909839094239,1,1
2020-08-06,GILD,54.898250579833984,Pharma,0.0,-0.040691678768351336,validation,0.3,-3.4668686214952475,1.0400605864485741,-0.8479086042355962,0.8544219388392283,1.0465739210522063,1,0.445767061811002,0,1
2020-08-06,JNJ,124.90266418457031,Pharma,1.0,0.013751186379139746,validation,0.3,-3.4668686214952475,1.0400605864485741,-0.8479086042355962,0.8544219388392283,1.0465739210522063,1,0.445767061811002,0,0
2020-08-06,GS,178.366455078125,Financials,1.0,0.03900696903457357,validation,0.55,-3.4668686214952475,1.9067777418223864,-0.8479086042355962,0.8544219388392283,1.9132910764260185,1,0.5227909839094239,1,1
2020-08-06,PFE,27.247282028198242,Pharma,0.0,-0.049908427632839425,validation,0.3,-3.4668686214952475,1.0400605864485741,-0.8479086042355962,0.8544219388392283,1.0465739210522063,1,0.445767061811002,0,1
2020-08-06,NVDA,11.296382904052734,Technology,1.0,0.11387030739082671,validation,1.0,-3.4668686214952475,3.4668686214952475,-0.8479086042355962,0.8544219388392283,3.47338195609888,1,0.656436810147938,1,1
2020-08-06,SCHW,30.711502075195312,Financials,1.0,0.09233550403958057,validation,0.55,-3.4668686214952475,1.9067777418223864,-0.8479086042355962,0.8544219388392283,1.9132910764260185,1,0.5227909839094239,1,1
2020-08-06,MRK,64.05770111083984,Pharma,1.0,0.05169642209526226,validation,0.3,-3.4668686214952475,1.0400605864485741,-0.8479086042355962,0.8544219388392283,1.0465739210522063,1,0.445767061811002,0,0
2020-08-06,JPM,83.43339538574219,Financials,1.0,0.06458257854810934,validation,0.55,-3.4668686214952475,1.9067777418223864,-0.8479086042355962,0.8544219388392283,1.9132910764260185,1,0.5227909839094239,1,1
2020-08-06,WFC,21.27794647216797,Financials,1.0,0.022690047806642077,validation,0.55,-3.4668686214952475,1.9067777418223864,-0.8479086042355962,0.8544219388392283,1.9132910764260185,1,0.5227909839094239,1,1
2020-08-06,AMGN,200.6906280517578,Pharma,1.0,0.035247015748611554,validation,0.3,-3.4668686214952475,1.0400605864485741,-0.8479086042355962,0.8544219388392283,1.0465739210522063,1,0.445767061811002,0,0
2020-08-06,MSFT,205.63925170898438,Technology,0.0,-0.00731243248569724,validation,1.0,-3.4668686214952475,3.4668686214952475,-0.8479086042355962,0.8544219388392283,3.47338195609888,1,0.656436810147938,1,0
