date,ticker,adj_close,industry,label,forward_return,split,str_rev_1m,str_rev_1w,str_rev_1m_volnorm,str_rev_1m_ind_rank,fold,predicted_up_probability,model_says_up,model_was_right
2022-07-05,JPM,102.21643829345703,Financials,1.0,0.008790679424167447,validation,0.13927119159656798,0.023748173223049562,1.740861324625835,0.75,6,0.5191697261516066,1,1
2022-07-05,GOOGL,112.26750183105469,Technology,1.0,0.04252929944330752,validation,0.037063416045703845,0.022191315950438217,0.30024290144938925,0.125,6,0.51957629765441,1,1
2022-07-05,GILD,54.343692779541016,Pharma,0.0,-0.0011229919008824973,validation,0.005373724764083154,0.007798939799408711,0.07956394537219261,0.75,6,0.4988921359644129,0,1
2022-07-05,MS,66.74171447753906,Financials,1.0,0.12805725213963925,validation,0.10669013570330166,0.017174783503579483,1.0750452671738522,0.25,6,0.526518185987603,1,1
2022-07-05,CRM,169.27149963378906,Technology,1.0,0.10133577899678348,validation,0.08598742671895965,0.05024538845723925,0.5359495619228367,0.5,6,0.5188459012714121,1,1
2022-07-05,MSFT,254.3161163330078,Technology,1.0,0.07464314966087504,validation,0.042719466735099965,0.007701082565650275,0.4051988562413023,0.25,6,0.5167150907142183,1,1
2022-07-05,BAC,28.213375091552734,Financials,1.0,0.07682463969890607,validation,0.14877384215001632,0.03431210425193132,1.8305517842970125,0.875,6,0.5179404770855375,1,1
2022-07-05,META,166.7258758544922,Technology,1.0,0.003627037892208751,validation,0.15422898781077876,0.00767014594401616,0.8893298286344137,0.75,6,0.5211263575682097,1,1
2022-07-06,BMY,64.06814575195312,Pharma,0.0,-0.05379146750119679,validation,-0.021011768905558448,0.024784692995902913,-0.3340519636998108,0.5,6,0.5019204516720246,1,0
2022-07-06,AVGO,45.214054107666016,Technology,1.0,0.14543821761196063,validation,0.1361730430236745,0.0317784919356624,1.4702988853290944,0.875,6,0.5160764862085694,1,1
2022-07-06,NVDA,15.105693817138672,Technology,1.0,0.2699935376617446,validation,0.1916027157344914,0.053310226314269515,1.139198830977221,1.0,6,0.522441430259071,1,1
2022-07-06,MSFT,257.5669860839844,Technology,1.0,0.06551207915208068,validation,0.014110213954409812,-0.03793647290703883,0.13413096853136783,0.25,6,0.5105904315873814,1,1
