date,ticker,adj_close,industry,label,forward_return,split,mom_12_1,mom_12_1_xs_rank,fold,predicted_up_probability,model_says_up,model_was_right
2021-09-14,PFE,34.91618728637695,Pharma,0.0,-0.07358548263975717,validation,0.4368148977943831,0.5416666666666666,4,0.5125829491397281,1,0
2021-09-14,BAC,35.4295539855957,Financials,1.0,0.08283111596104287,validation,0.6417372384948621,0.75,4,0.5016086393901221,1,1
2021-09-14,JNJ,144.02969360351562,Pharma,0.0,-0.03398088595029414,validation,0.21129444595994107,0.2916666666666667,4,0.5273289881757914,1,0
2021-09-14,SCHW,65.41040802001953,Financials,1.0,0.0937904627447943,validation,1.0966989188407652,1.0,4,0.5048260570483527,1,1
2021-09-14,LLY,223.06619262695312,Pharma,1.0,0.014372250214209403,validation,0.8034890996518214,0.7916666666666666,4,0.5088804903240102,1,1
2021-09-14,META,373.2522277832031,Technology,0.0,-0.13807656109460031,validation,0.3645687058979208,0.4166666666666667,4,0.5231307102399426,1,0
2021-09-14,GOOGL,141.29161071777344,Technology,0.0,-0.03481348775611959,validation,0.8256198605968541,0.8333333333333334,4,0.5052077117528188,1,0
2021-09-14,GS,360.95526123046875,Financials,0.0,-0.04305270421791674,validation,1.0663643083413135,0.9166666666666666,4,0.513262014773665,1,0
2021-09-14,AAPL,144.5965576171875,Technology,0.0,-0.04867648486536913,validation,0.30078881376430955,0.3333333333333333,4,0.5289316847672959,1,0
2021-09-14,GILD,59.28983688354492,Pharma,0.0,-0.040028502539010025,validation,0.10858919580212079,0.20833333333333334,4,0.5300849227049458,1,0
2021-09-15,BMY,50.51864242553711,Pharma,0.0,-0.06177113783803401,validation,0.18951384165700946,0.25,4,0.5310173484657487,1,0
2021-09-15,AVGO,46.40585708618164,Technology,0.0,-0.0166621222148724,validation,0.37524176899350437,0.4583333333333333,4,0.5185668826678307,1,0
2021-09-15,AMGN,187.79150390625,Pharma,0.0,-0.05203311843306113,validation,-0.04231970431278109,0.041666666666666664,4,0.5398397156741281,1,0
2021-09-15,AXP,151.82618713378906,Financials,1.0,0.06567715378397421,validation,0.5744760584820461,0.625,4,0.5125584541135165,1,1
2021-09-15,SCHW,66.74244689941406,Financials,1.0,0.09782139275126633,validation,1.133982392714488,1.0,4,0.507748613362379,1,1
2021-09-15,META,370.6650085449219,Technology,0.0,-0.12138983600378428,validation,0.34556920927689627,0.375,4,0.5270398411291569,1,0
2021-09-15,GS,359.3995056152344,Financials,0.0,-0.026744779546707176,validation,1.0887912270671274,0.9166666666666666,4,0.5150188786005439,1,0
2021-09-15,GILD,60.392311096191406,Pharma,0.0,-0.050306471624071536,validation,0.11951984947441985,0.20833333333333334,4,0.5309386952375656,1,0
2021-09-15,JNJ,144.57150268554688,Pharma,0.0,-0.03209990714157096,validation,0.2177893152502095,0.2916666666666667,4,0.5278366367014485,1,0
2021-09-15,AMZN,173.7895050048828,Technology,0.0,-0.050615880336475794,validation,0.045264231594505766,0.16666666666666666,4,0.5305271878099671,1,0
