date,ticker,adj_close,industry,label,forward_return,split,q_roa,q_cfoa,q_accruals,q_roe,q_roa_ind,q_cfoa_ind,q_accruals_ind,fold,predicted_up_probability,model_says_up,model_was_right
2020-08-06,PFE,27.247283935546875,Pharma,0.0,-0.049908494140600945,validation,0.09145525869142491,0.07074533253903133,0.020709926152393584,0.25293770206416316,0.375,0.25,0.25,1,0.4983601764298106,0,1
2020-08-07,JPM,85.26954650878906,Financials,1.0,0.005433657377790002,validation,0.011338218520034297,0.0018816631213012917,0.009456555398733005,0.1377530571037487,0.875,0.14285714285714285,0.14285714285714285,1,0.4645028637518671,0,0
2020-08-07,META,266.1032409667969,Technology,1.0,0.010132492384173686,validation,0.13232778060147038,0.25995948199955615,-0.12763170139808577,0.1673653426530372,0.625,1.0,0.875,1,0.5603715079290635,1,1
2020-08-07,WFC,22.006532669067383,Financials,0.0,-0.04387723059959381,validation,0.009929570096192233,0.003418384917252736,0.006511185178939498,0.10897728919759625,0.625,0.2857142857142857,0.2857142857142857,1,0.4502672734724546,0,1
2020-08-07,MS,42.14821243286133,Financials,0.0,-0.0035751067006574155,validation,0.009270394714583186,0.04180289799797614,-0.03253250328339295,0.10435685844538058,0.5,0.8571428571428571,0.8571428571428571,1,0.413708871715723,0,1
2020-08-07,BAC,22.5914363861084,Financials,0.0,-0.01733086274641249,validation,0.010004785373098617,0.022532469048265155,-0.01252768367516654,0.1032612173755915,0.75,0.5714285714285714,0.42857142857142855,1,0.43438992861561704,0,1
2020-08-07,GS,181.87705993652344,Financials,0.0,-0.021914519029539448,validation,0.00741640772897261,0.0209089085371035,-0.013492500808130891,0.09403636605982517,0.125,0.42857142857142855,0.5714285714285714,1,0.4481514923112092,0,1
2020-08-07,SCHW,31.545549392700195,Financials,1.0,0.01821366805988256,validation,0.00924880894118117,0.023284325965581647,-0.014035517024400476,0.12020120071393801,0.375,0.7142857142857143,0.7142857142857143,1,0.41674656139543304,0,0
2020-08-07,MRK,64.03399658203125,Pharma,1.0,0.02851139941265779,validation,0.1086243999337858,0.14831981460023175,-0.03969541466644595,0.35608856088560886,0.75,0.875,0.75,1,0.4848702845694865,0,0
2020-08-07,GILD,55.329078674316406,Pharma,0.0,-0.07512610497410888,validation,0.09629205849751493,0.16347838523974684,-0.06718632674223192,0.29877406113052646,0.625,1.0,1.0,1,0.48191823524126415,0,1
2020-08-07,LLY,143.1991424560547,Pharma,0.0,-0.018911634779122943,validation,0.1982128815497891,0.11524769461719923,0.08296518693258989,2.032397566517628,1.0,0.5,0.125,1,0.5042935985376277,1,0
2020-08-07,AMZN,158.3730010986328,Technology,0.0,-0.005562796044717766,validation,0.05102317334716663,0.19828580719589337,-0.14726263384872673,0.1787651909722222,0.25,0.5,1.0,1,0.5721804305142119,1,0
2020-08-07,NVDA,11.16085147857666,Technology,1.0,0.0640263980153466,validation,0.12023737851552421,0.2047389696396319,-0.08450159112410768,0.21345140850446598,0.375,0.75,0.75,1,0.5453955777221942,1,1
2020-08-07,AMGN,199.97610473632812,Pharma,1.0,0.008747764511049194,validation,0.12062574025934072,0.14074541231483903,-0.0201196720554983,0.7357162960878131,0.875,0.625,0.375,1,0.5134576346746625,1,1
2020-08-07,AVGO,28.70478057861328,Technology,1.0,0.07550686491283609,validation,0.18163365089713007,0.14367415880165352,0.03795949209547657,0.49151998716972056,1.0,0.25,0.125,1,0.5416792839806579,1,1
2020-08-07,GOOGL,74.26001739501953,Technology,1.0,0.016838293757099887,validation,0.12331772546428622,0.19576863967367106,-0.07245091420938483,0.16565053395201668,0.5,0.375,0.5,1,0.5781261091608066,1,1
2020-08-07,CRM,197.63088989257812,Technology,1.0,0.20004967596355083,validation,0.002349737985565895,0.08076758107528485,-0.07841784308971897,0.0036453059453204107,0.125,0.125,0.625,1,0.527822650447655,1,1
2020-08-07,ABBV,74.2168960571289,Pharma,0.0,-0.029057366461765044,validation,0.052711830401926035,0.08910586504380393,-0.03639403464187788,0.5358988305683982,0.25,0.375,0.625,1,0.5037487459278112,1,0
2020-08-07,AAPL,107.77618408203125,Technology,1.0,0.015367353699870634,validation,0.17412019764041545,0.2186617676716749,-0.044541570031259456,0.7644503472510445,0.875,0.875,0.25,1,0.5495523861610093,1,1
2020-08-07,AXP,92.08220672607422,Financials,1.0,0.045481800709380904,validation,0.035836231761112995,0.07227689175432643,-0.036440659993213435,0.3209096951856424,1.0,1.0,1.0,1,0.4137029508218609,0,0
2020-08-07,PFE,27.37543487548828,Pharma,0.0,-0.0655394990124446,validation,0.09145525869142491,0.07074533253903133,0.020709926152393584,0.25293770206416316,0.375,0.25,0.25,1,0.4983601764298106,0,1
2020-08-07,BMY,48.223323822021484,Pharma,0.0,-0.040806220486486744,validation,0.026851244573534463,0.06298603953902371,-0.03613479496548924,0.07004929319265084,0.125,0.125,0.5,1,0.5111426259557891,1,0
2020-08-07,MSFT,201.96087646484375,Technology,0.0,-0.04391060908868649,validation,0.14696111326835065,0.2013700130430021,-0.05440889977465144,0.37429841763592103,0.75,0.625,0.375,1,0.5578129128091067,1,0
2020-08-10,LLY,143.26467895507812,Pharma,0.0,-0.0018902983642337112,validation,0.1982128815497891,0.11524769461719923,0.08296518693258989,2.032397566517628,1.0,0.5,0.125,1,0.5042935985376277,1,0
2020-08-10,MSFT,197.94027709960938,Technology,1.0,0.017050135003940037,validation,0.14696111326835065,0.2013700130430021,-0.05440889977465144,0.37429841763592103,0.75,0.625,0.375,1,0.5578129128091067,1,1
2020-08-10,GS,182.84640502929688,Financials,0.0,-0.028348942361951734,validation,0.00741640772897261,0.0209089085371035,-0.013492500808130891,0.09403636605982517,0.125,0.42857142857142855,0.5714285714285714,1,0.4481514923112092,0,1
2020-08-10,AVGO,28.830720901489258,Technology,1.0,0.099798612043279,validation,0.18163365089713007,0.14367415880165352,0.03795949209547657,0.49151998716972056,1.0,0.25,0.125,1,0.5416792839806579,1,1
2020-08-10,META,260.7105712890625,Technology,1.0,0.0407603262755174,validation,0.13232778060147038,0.25995948199955615,-0.12763170139808577,0.1673653426530372,0.625,1.0,0.875,1,0.5603715079290635,1,1
2020-08-10,WFC,21.681745529174805,Financials,0.0,-0.03481783427970264,validation,0.009929570096192233,0.003418384917252736,0.006511185178939498,0.10897728919759625,0.625,0.2857142857142857,0.2857142857142857,1,0.4502672734724546,0,1
2020-08-10,ABBV,73.78556060791016,Pharma,0.0,-0.008118726684045341,validation,0.052711830401926035,0.08910586504380393,-0.03639403464187788,0.5358988305683982,0.25,0.375,0.625,1,0.5037487459278112,1,0
2020-08-10,JPM,86.35063171386719,Financials,1.0,0.0022854441759474486,validation,0.011338218520034297,0.0018816631213012917,0.009456555398733005,0.1377530571037487,0.875,0.14285714285714285,0.14285714285714285,1,0.4645028637518671,0,0
2020-08-10,BMY,48.85556411743164,Pharma,0.0,-0.0443225927804789,validation,0.026851244573534463,0.06298603953902371,-0.03613479496548924,0.07004929319265084,0.125,0.125,0.5,1,0.5111426259557891,1,0
2020-08-10,AAPL,109.34269714355469,Technology,1.0,0.040739989754228434,validation,0.17412019764041545,0.2186617676716749,-0.044541570031259456,0.7644503472510445,0.875,0.875,0.25,1,0.5495523861610093,1,1
2020-08-10,SCHW,31.32314109802246,Financials,1.0,0.036390718086763085,validation,0.00924880894118117,0.023284325965581647,-0.014035517024400476,0.12020120071393801,0.375,0.7142857142857143,0.7142857142857143,1,0.41674656139543304,0,0
2020-08-10,GILD,54.65891647338867,Pharma,0.0,-0.05838577599187411,validation,0.09629205849751493,0.16347838523974684,-0.06718632674223192,0.29877406113052646,0.625,1.0,1.0,1,0.48191823524126415,0,1
2020-08-10,AMGN,197.88235473632812,Pharma,1.0,0.03797679871207116,validation,0.12062574025934072,0.14074541231483903,-0.0201196720554983,0.7357162960878131,0.875,0.625,0.375,1,0.5134576346746625,1,1
2020-08-10,AXP,94.3666000366211,Financials,1.0,0.021255545901350814,validation,0.035836231761112995,0.07227689175432643,-0.036440659993213435,0.3209096951856424,1.0,1.0,1.0,1,0.4137029508218609,0,0
2020-08-10,MS,42.34074401855469,Financials,1.0,0.009489906275778504,validation,0.009270394714583186,0.04180289799797614,-0.03253250328339295,0.10435685844538058,0.5,0.8571428571428571,0.8571428571428571,1,0.413708871715723,0,0
2020-08-10,NVDA,11.126470565795898,Technology,1.0,0.1391673916490599,validation,0.12023737851552421,0.2047389696396319,-0.08450159112410768,0.21345140850446598,0.375,0.75,0.75,1,0.5453955777221942,1,1
2020-08-10,BAC,22.980796813964844,Financials,0.0,-0.03284260786105819,validation,0.010004785373098617,0.022532469048265155,-0.01252768367516654,0.1032612173755915,0.75,0.5714285714285714,0.42857142857142855,1,0.43438992861561704,0,1
2020-08-10,PFE,27.332719802856445,Pharma,0.0,-0.05756709755337275,validation,0.09145525869142491,0.07074533253903133,0.020709926152393584,0.25293770206416316,0.375,0.25,0.25,1,0.4983601764298106,0,1
2020-08-10,GOOGL,74.18319702148438,Technology,1.0,0.03367824225009097,validation,0.12331772546428622,0.19576863967367106,-0.07245091420938483,0.16565053395201668,0.5,0.375,0.5,1,0.5781261091608066,1,1
2020-08-10,CRM,193.80703735351562,Technology,1.0,0.2701865740444038,validation,0.002349737985565895,0.08076758107528485,-0.07841784308971897,0.0036453059453204107,0.125,0.125,0.625,1,0.527822650447655,1,1
2020-08-10,MRK,63.94707107543945,Pharma,1.0,0.04906688947030302,validation,0.1086243999337858,0.14831981460023175,-0.03969541466644595,0.35608856088560886,0.75,0.875,0.75,1,0.4848702845694865,0,0
2020-08-10,AMZN,157.4080047607422,Technology,1.0,0.03826038875362303,validation,0.05102317334716663,0.19828580719589337,-0.14726263384872673,0.1787651909722222,0.25,0.5,1.0,1,0.5721804305142119,1,1
2020-08-11,META,253.9003448486328,Technology,1.0,0.04669489608922994,validation,0.13232778060147038,0.25995948199955615,-0.12763170139808577,0.1673653426530372,0.625,1.0,0.875,1,0.5603715079290635,1,1
2020-08-11,BMY,49.89082336425781,Pharma,0.0,-0.07666711523728109,validation,0.026851244573534463,0.06298603953902371,-0.03613479496548924,0.07004929319265084,0.125,0.125,0.5,1,0.5111426259557891,1,0
2020-08-11,AMZN,154.0334930419922,Technology,1.0,0.030655671236274662,validation,0.05102317334716663,0.19828580719589337,-0.14726263384872673,0.1787651909722222,0.25,0.5,1.0,1,0.5721804305142119,1,1
2020-08-11,AVGO,28.537443161010742,Technology,1.0,0.10199682004331145,validation,0.18163365089713007,0.14367415880165352,0.03795949209547657,0.49151998716972056,1.0,0.25,0.125,1,0.5416792839806579,1,1
2020-08-11,PFE,26.905532836914062,Pharma,0.0,-0.056628523757699445,validation,0.09145525869142491,0.07074533253903133,0.020709926152393584,0.25293770206416316,0.375,0.25,0.25,1,0.4983601764298106,0,1
2020-08-11,GOOGL,73.37635040283203,Technology,1.0,0.030738901709732813,validation,0.12331772546428622,0.19576863967367106,-0.07245091420938483,0.16565053395201668,0.5,0.375,0.5,1,0.5781261091608066,1,1
2020-08-11,AMGN,194.95777893066406,Pharma,1.0,0.03239696345386034,validation,0.12062574025934072,0.14074541231483903,-0.0201196720554983,0.7357162960878131,0.875,0.625,0.375,1,0.5134576346746625,1,1
2020-08-11,AXP,95.8895263671875,Financials,0.0,-0.004745381126301185,validation,0.035836231761112995,0.07227689175432643,-0.036440659993213435,0.3209096951856424,1.0,1.0,1.0,1,0.4137029508218609,0,1
2020-08-11,ABBV,74.01719665527344,Pharma,0.0,-0.03258880871181624,validation,0.052711830401926035,0.08910586504380393,-0.03639403464187788,0.5358988305683982,0.25,0.375,0.625,1,0.5037487459278112,1,0
2020-08-11,SCHW,32.39812469482422,Financials,0.0,-0.008581210774930015,validation,0.00924880894118117,0.023284325965581647,-0.014035517024400476,0.12020120071393801,0.375,0.7142857142857143,0.7142857142857143,1,0.41674656139543304,0,1
2020-08-11,CRM,188.7249755859375,Technology,1.0,0.29069215768077705,validation,0.002349737985565895,0.08076758107528485,-0.07841784308971897,0.0036453059453204107,0.125,0.125,0.625,1,0.527822650447655,1,1
2020-08-11,JPM,89.07913970947266,Financials,0.0,-0.03843194729329025,validation,0.011338218520034297,0.0018816631213012917,0.009456555398733005,0.1377530571037487,0.875,0.14285714285714285,0.14285714285714285,1,0.4645028637518671,0,1
2020-08-11,LLY,141.04550170898438,Pharma,0.0,-0.024545418549870135,validation,0.1982128815497891,0.11524769461719923,0.08296518693258989,2.032397566517628,1.0,0.5,0.125,1,0.5042935985376277,1,0
2020-08-11,BAC,23.29228401184082,Financials,0.0,-0.059616528679280356,validation,0.010004785373098617,0.022532469048265155,-0.01252768367516654,0.1032612173755915,0.75,0.5714285714285714,0.42857142857142855,1,0.43438992861561704,0,1
2020-08-11,MSFT,193.3113250732422,Technology,1.0,0.01222581274339718,validation,0.14696111326835065,0.2013700130430021,-0.05440889977465144,0.37429841763592103,0.75,0.625,0.375,1,0.5578129128091067,1,1
2020-08-11,MS,43.34527587890625,Financials,0.0,-0.028775897004797435,validation,0.009270394714583186,0.04180289799797614,-0.03253250328339295,0.10435685844538058,0.5,0.8571428571428571,0.8571428571428571,1,0.413708871715723,0,1
2020-08-11,WFC,22.225982666015625,Financials,0.0,-0.05410769379693281,validation,0.009929570096192233,0.003418384917252736,0.006511185178939498,0.10897728919759625,0.625,0.2857142857142857,0.2857142857142857,1,0.4502672734724546,0,1
2020-08-11,AAPL,106.09085845947266,Technology,1.0,0.03762298784347906,validation,0.17412019764041545,0.2186617676716749,-0.044541570031259456,0.7644503472510445,0.875,0.875,0.25,1,0.5495523861610093,1,1
2020-08-11,NVDA,10.812556266784668,Technology,1.0,0.1350630418440566,validation,0.12023737851552421,0.2047389696396319,-0.08450159112410768,0.21345140850446598,0.375,0.75,0.75,1,0.5453955777221942,1,1
2020-08-11,GS,184.31349182128906,Financials,0.0,-0.046617445289489745,validation,0.00741640772897261,0.0209089085371035,-0.013492500808130891,0.09403636605982517,0.125,0.42857142857142855,0.5714285714285714,1,0.4481514923112092,0,1
2020-08-11,GILD,54.33179473876953,Pharma,0.0,-0.06358285764115568,validation,0.09629205849751493,0.16347838523974684,-0.06718632674223192,0.29877406113052646,0.625,1.0,1.0,1,0.48191823524126415,0,1
2020-08-11,MRK,63.94707107543945,Pharma,1.0,0.032875606360331044,validation,0.1086243999337858,0.14831981460023175,-0.03969541466644595,0.35608856088560886,0.75,0.875,0.75,1,0.4848702845694865,0,0
2020-08-12,AAPL,109.61672973632812,Technology,0.0,-0.008937348566407821,validation,0.17412019764041545,0.2186617676716749,-0.044541570031259456,0.7644503472510445,0.875,0.875,0.25,1,0.5495523861610093,1,0
2020-08-12,BMY,50.29386901855469,Pharma,0.0,-0.07306726002174113,validation,0.026851244573534463,0.06298603953902371,-0.03613479496548924,0.07004929319265084,0.125,0.125,0.5,1,0.5111426259557891,1,0
2020-08-12,AMZN,158.11199951171875,Technology,0.0,-0.014552942725111317,validation,0.05102317334716663,0.19828580719589337,-0.14726263384872673,0.1787651909722222,0.25,0.5,1.0,1,0.5721804305142119,1,0
2020-08-12,AVGO,29.38379669189453,Technology,1.0,0.07810810270465773,validation,0.18163365089713007,0.14367415880165352,0.03795949209547657,0.49151998716972056,1.0,0.25,0.125,1,0.5416792839806579,1,1
2020-08-12,MS,43.8475341796875,Financials,0.0,-0.03875524082750792,validation,0.009270394714583186,0.04180289799797614,-0.03253250328339295,0.10435685844538058,0.5,0.8571428571428571,0.8571428571428571,1,0.413708871715723,0,1
2020-08-12,AXP,94.42231750488281,Financials,1.0,0.016522461559444812,validation,0.035836231761112995,0.07227689175432643,-0.036440659993213435,0.3209096951856424,1.0,1.0,1.0,1,0.4137029508218609,0,0
2020-08-12,CRM,189.34426879882812,Technology,1.0,0.26207036162692066,validation,0.002349737985565895,0.08076758107528485,-0.07841784308971897,0.0036453059453204107,0.125,0.125,0.625,1,0.527822650447655,1,1
2020-08-12,MRK,65.34596252441406,Pharma,1.0,0.021770745354421583,validation,0.1086243999337858,0.14831981460023175,-0.03969541466644595,0.35608856088560886,0.75,0.875,0.75,1,0.4848702845694865,0,0
2020-08-12,ABBV,76.28555297851562,Pharma,0.0,-0.06083119143105742,validation,0.052711830401926035,0.08910586504380393,-0.03639403464187788,0.5358988305683982,0.25,0.375,0.625,1,0.5037487459278112,1,0
2020-08-12,JPM,88.3240737915039,Financials,0.0,-0.01816570760882119,validation,0.011338218520034297,0.0018816631213012917,0.009456555398733005,0.1377530571037487,0.875,0.14285714285714285,0.14285714285714285,1,0.4645028637518671,0,1
2020-08-12,MSFT,198.83372497558594,Technology,0.0,-0.0223088940198225,validation,0.14696111326835065,0.2013700130430021,-0.05440889977465144,0.37429841763592103,0.75,0.625,0.375,1,0.5578129128091067,1,0
2020-08-12,GILD,54.92218780517578,Pharma,0.0,-0.04735627422552302,validation,0.09629205849751493,0.16347838523974684,-0.06718632674223192,0.29877406113052646,0.625,1.0,1.0,1,0.48191823524126415,0,1
2020-08-12,NVDA,11.400774002075195,Technology,1.0,0.06362516518776329,validation,0.12023737851552421,0.2047389696396319,-0.08450159112410768,0.21345140850446598,0.375,0.75,0.75,1,0.5453955777221942,1,1
2020-08-12,LLY,142.84329223632812,Pharma,0.0,-0.02450397793999981,validation,0.1982128815497891,0.11524769461719923,0.08296518693258989,2.032397566517628,1.0,0.5,0.125,1,0.5042935985376277,1,0
2020-08-12,PFE,27.289997100830078,Pharma,0.0,-0.05896133149023841,validation,0.09145525869142491,0.07074533253903133,0.020709926152393584,0.25293770206416316,0.375,0.25,0.25,1,0.4983601764298106,0,1
2020-08-12,BAC,23.127887725830078,Financials,0.0,-0.03937010016927722,validation,0.010004785373098617,0.022532469048265155,-0.01252768367516654,0.1032612173755915,0.75,0.5714285714285714,0.42857142857142855,1,0.43438992861561704,0,1
2020-08-12,SCHW,32.28693389892578,Financials,1.0,0.011480741688215224,validation,0.00924880894118117,0.023284325965581647,-0.014035517024400476,0.12020120071393801,0.375,0.7142857142857143,0.7142857142857143,1,0.41674656139543304,0,0
2020-08-12,GS,185.24790954589844,Financials,0.0,-0.04711061169530806,validation,0.00741640772897261,0.0209089085371035,-0.013492500808130891,0.09403636605982517,0.125,0.42857142857142855,0.5714285714285714,1,0.4481514923112092,0,1
2020-08-12,AMGN,200.83184814453125,Pharma,1.0,0.012904016467153667,validation,0.12062574025934072,0.14074541231483903,-0.0201196720554983,0.7357162960878131,0.875,0.625,0.375,1,0.5134576346746625,1,1
2020-08-12,META,257.62762451171875,Technology,1.0,0.025856846682907886,validation,0.13232778060147038,0.25995948199955615,-0.12763170139808577,0.1673653426530372,0.625,1.0,0.875,1,0.5603715079290635,1,1
2020-08-12,GOOGL,74.69961547851562,Technology,1.0,0.0056528282831995735,validation,0.12331772546428622,0.19576863967367106,-0.07245091420938483,0.16565053395201668,0.5,0.375,0.5,1,0.5781261091608066,1,1
2020-08-12,WFC,22.111867904663086,Financials,0.0,-0.03652251141142482,validation,0.009929570096192233,0.003418384917252736,0.006511185178939498,0.10897728919759625,0.625,0.2857142857142857,0.2857142857142857,1,0.4502672734724546,0,1
2020-08-13,JPM,87.83502197265625,Financials,1.0,0.0009765726789656703,validation,0.011338218520034297,0.0018816631213012917,0.009456555398733005,0.1377530571037487,0.875,0.14285714285714285,0.14285714285714285,1,0.4645028637518671,0,0
2020-08-13,MS,43.68010330200195,Financials,0.0,-0.019739265010531915,validation,0.009270394714583186,0.04180289799797614,-0.03253250328339295,0.10435685844538058,0.5,0.8571428571428571,0.8571428571428571,1,0.413708871715723,0,1
2020-08-13,GS,181.98184204101562,Financials,0.0,-0.027981290522625435,validation,0.00741640772897261,0.0209089085371035,-0.013492500808130891,0.09403636605982517,0.125,0.42857142857142855,0.5714285714285714,1,0.4481514923112092,0,1
2020-08-13,WFC,21.962636947631836,Financials,0.0,-0.008393063260530131,validation,0.009929570096192233,0.003418384917252736,0.006511185178939498,0.10897728919759625,0.625,0.2857142857142857,0.2857142857142857,1,0.4502672734724546,0,1
2020-08-13,LLY,141.5730743408203,Pharma,0.0,-0.009703676375408699,validation,0.1982128815497891,0.11524769461719923,0.08296518693258989,2.032397566517628,1.0,0.5,0.125,1,0.5042935985376277,1,0
2020-08-13,ABBV,75.62261962890625,Pharma,0.0,-0.044254302458190065,validation,0.052711830401926035,0.08910586504380393,-0.03639403464187788,0.5358988305683982,0.25,0.375,0.625,1,0.5037487459278112,1,0
2020-08-13,BMY,49.97776794433594,Pharma,0.0,-0.05597741976947146,validation,0.026851244573534463,0.06298603953902371,-0.03613479496548924,0.07004929319265084,0.125,0.125,0.5,1,0.5111426259557891,1,0
2020-08-13,SCHW,32.07377624511719,Financials,1.0,0.0323606901469895,validation,0.00924880894118117,0.023284325965581647,-0.014035517024400476,0.12020120071393801,0.375,0.7142857142857143,0.7142857142857143,1,0.41674656139543304,0,0
2020-08-13,META,259.0253601074219,Technology,1.0,0.018561000256487548,validation,0.13232778060147038,0.25995948199955615,-0.12763170139808577,0.1673653426530372,0.625,1.0,0.875,1,0.5603715079290635,1,1
2020-08-13,GILD,54.3956184387207,Pharma,0.0,-0.01679254194664115,validation,0.09629205849751493,0.16347838523974684,-0.06718632674223192,0.29877406113052646,0.625,1.0,1.0,1,0.48191823524126415,0,1
2020-08-13,MRK,66.02567291259766,Pharma,1.0,0.0147488183947595,validation,0.1086243999337858,0.14831981460023175,-0.03969541466644595,0.35608856088560886,0.75,0.875,0.75,1,0.4848702845694865,0,0
2020-08-13,MSFT,198.3679962158203,Technology,0.0,-0.0133852092787482,validation,0.14696111326835065,0.2013700130430021,-0.05440889977465144,0.37429841763592103,0.75,0.625,0.375,1,0.5578129128091067,1,0
2020-08-13,AMGN,199.78497314453125,Pharma,1.0,0.033032034869031834,validation,0.12062574025934072,0.14074541231483903,-0.0201196720554983,0.7357162960878131,0.875,0.625,0.375,1,0.5134576346746625,1,1
2020-08-13,AVGO,29.012144088745117,Technology,1.0,0.0995084453272721,validation,0.18163365089713007,0.14367415880165352,0.03795949209547657,0.49151998716972056,1.0,0.25,0.125,1,0.5416792839806579,1,1
2020-08-13,NVDA,11.403512001037598,Technology,1.0,0.12523825106843445,validation,0.12023737851552421,0.2047389696396319,-0.08450159112410768,0.21345140850446598,0.375,0.75,0.75,1,0.5453955777221942,1,1
2020-08-13,GOOGL,75.16598510742188,Technology,0.0,-0.005156130292699346,validation,0.12331772546428622,0.19576863967367106,-0.07245091420938483,0.16565053395201668,0.5,0.375,0.5,1,0.5781261091608066,1,0
2020-08-13,AXP,93.25226593017578,Financials,1.0,0.06821339302961094,validation,0.035836231761112995,0.07227689175432643,-0.036440659993213435,0.3209096951856424,1.0,1.0,1.0,1,0.4137029508218609,0,0
2020-08-13,BAC,22.799095153808594,Financials,0.0,-0.015962799202094313,validation,0.010004785373098617,0.022532469048265155,-0.01252768367516654,0.1032612173755915,0.75,0.5714285714285714,0.42857142857142855,1,0.43438992861561704,0,1
2020-08-13,PFE,27.176088333129883,Pharma,0.0,-0.030390374237345474,validation,0.09145525869142491,0.07074533253903133,0.020709926152393584,0.25293770206416316,0.375,0.25,0.25,1,0.4983601764298106,0,1
